Weight,Word_1,Part_1,Word_2,Part_2
4157,Sehen,Verb,Видеть,глагол
4157,bloß,Adverb,только,частица
4119,recht,Adjektiv,правильный,прилагательное
4118,bringt,Verb,приносит,глагол
4118,Bett,Substantiv,Кровать,существительное
4101,Lassen,Verb,Позволять,глагол
4087,Eltern,Substantiv,Родители,существительное
4085,gefällt,Verb,нравится,глагол
4075,Schuld,Substantiv,Вина,существительное
4070,eure,Possessivpronomen,ваши,притяжательное местоимение
4069,Plan,Substantiv,План,существительное
4064,Krieg,Substantiv,Война,существительное
4056,neuen,Adjektiv,новые,прилагательное
4054,Klar,Adverb,Ясно,наречие
4044,retten,Verb,спасать,глагол
4038,guter,Adjektiv,хороший,прилагательное
4029,während,Subjunktion,пока,подчинительный союз
4027,ihrem,Possessivpronomen,их,притяжательное местоимение
4026,wären,Verb,были бы,глагол
4012,Fehler,Substantiv,Ошибка,существительное
4002,scheint,Verb,кажется,глагол
4000,Lasst,Verb,Позволять,глагол
3983,gegeben,Verb,данный,глагол
3972,An,Präposition,К,предлог
3970,hör,Verb,слушай,глагол
3958,glücklich,Adjektiv,счастливый,прилагательное
3956,verdammt,Adjektiv,проклятый,прилагательное
3956,alt,Adjektiv,старый,прилагательное
3939,Platz,Substantiv,Место,существительное
3928,darum,Adverb,поэтому,наречие
3887,Vielen,Pronomen,Многим,местоимение
3886,falsch,Adjektiv,неправильный,прилагательное
3879,unseren,Possessivpronomen,наш,притяжательное местоимение
3869,schlafen,Verb,спать,глагол
3849,Sagen,Verb,Говорить,глагол
3829,nächsten,Adjektiv,следующий,прилагательное
3820,fünf,Numeral,пять,числительное
3819,frei,Adverb,свободно,наречие
3801,Sorge,Substantiv,Забота,существительное
3800,Vor,Präposition,До,предлог
3800,fest,Adverb,твердо,наречие
3792,bereits,Adverb,уже,наречие
3781,alleine,Adverb,один,наречие
3760,Denn,Konjunktion,Потому что,союз
3758,Zwei,Numeral,Два,числительное
3756,Fragen,Substantiv,Вопросы,существительное
3739,möglich,Adjektiv,возможный,прилагательное
3728,irgendwie,Adverb,как-то,наречие
3727,Papa,Substantiv,Папа,существительное
3727,lernen,Verb,учиться,глагол
3727,gestern,Adverb,вчера,наречие
3725,hierher,Adverb,сюда,наречие
3723,Schiff,Substantiv,Корабль,существительное
3716,vier,Numeral,четыре,числительное
3716,irgendwas,Pronomen,что-нибудь,местоимение
3699,Stimmt,Verb,Верно,глагол
3699,Menge,Substantiv,Толпа,существительное
3696,keiner,Pronomen,никто,местоимение
3681,brauchst,Verb,нуждаешься,глагол
3680,Typen,Substantiv,Типы,существительное
3666,Dass,Subjunktion,Что,подчинительный союз
3661,Stunde,Substantiv,Час,существительное
3660,Szene,Substantiv,Сцена,существительное
3654,Hölle,Substantiv,Ад,существительное
3637,einige,Pronomen,Некоторые,местоимение
3634,Deshalb,Adverb,По этой причине,наречие
3628,geworden,Verb,стал,глагол
3623,Telefon,Substantiv,Телефон,существительное
3583,Darf,Verb,Может,глагол
3577,Feuer,Substantiv,Огонь,существительное
3546,Wollen,Verb,Хотеть,глагол
3524,Bin,Verb,Являюсь,глагол
3522,Alter,Substantiv,Возраст,существительное
3519,Captain,Substantiv,Капитан,существительное
3507,Aus,Präposition,Из,предлог
3497,Dieses,Artikel,Этот,артикль
3492,Probleme,Substantiv,Проблемы,существительное
3483,Jeder,Pronomen,Каждый,местоимение
3476,verstanden,Verb,понял,глагол
3466,wann,Interrogativpronomen,Когда,вопросительное местоимение
3463,alten,Adjektiv,старые,прилагательное
3462,gibt's,Verb,есть,глагол
3451,sondern,Konjunktion,А,союз
3448,guten,Adjektiv,хороший,прилагательное
3415,zwar,Adverb,то есть,наречие
3412,eigenen,Adjektiv,собственный,прилагательное
3410,New,Adjektiv,Новый,прилагательное
3410,Körper,Substantiv,Тело,существительное
3407,hört,Verb,слышит,глагол
3401,Zum,Präposition,Для,предлог
3395,gebe,Verb,даю,глагол
3392,Kumpel,Substantiv,Приятель,существительное
3389,Hund,Substantiv,Собака,существительное
3381,nochmal,Adverb,снова,наречие
3379,hab's,Verb,понимаю,глагол
3377,früh,Adverb,рано,наречие
3364,Hören,Verb,Слушать,глагол
3362,trinken,Verb,пить,глагол
3356,besten,Adjektiv,лучший,прилагательное
3351,meines,Possessivpronomen,мой,притяжательное местоимение
3350,schaffen,Verb,создавать,глагол
3343,alte,Adjektiv,старые,прилагательное
3318,Luft,Substantiv,Воздух,существительное
3308,Jemand,Pronomen,Кто-то,местоимение
3305,dürfen,Verb,могут,глагол
3304,Meister,Substantiv,Владелец,существительное
3303,Erde,Substantiv,Земля,существительное
3294,Seit,Präposition,С,предлог
3284,Sicher,Adjektiv,безопасный,прилагательное
3280,Hört,Verb,Слушает,глагол
3278,Zukunft,Substantiv,Будущее,существительное
3277,kaum,Adverb,едва,частица
3277,funktioniert,Verb,функционирует,глагол
3274,voll,Adjektiv,полный,прилагательное
3257,Bleib,Verb,Оставайся,глагол
3250,reicht,Verb,достаточно,глагол
3237,weh,Adverb,больно,наречие
3233,stellen,Verb,ставить,глагол
3231,Siehst,Verb,Видишь,глагол
3226,kleiner,Adjektiv,меньший,прилагательное
3218,großen,Adjektiv,большие,прилагательное
3213,Waffen,Substantiv,Оружие,существительное
3213,Büro,Substantiv,Офис,существительное
3210,Wahl,Substantiv,Выбор,существительное
3203,verlieren,Verb,терять,глагол
3189,Wochen,Substantiv,Недели,существительное
3183,Damit,Adverb,С этим,наречие
3172,Stück,Substantiv,Кусок,существительное
3157,lieben,Verb,любить,глагол
3157,allem,Pronomen,всем,местоимение
3150,getroffen,Verb,встретился,глагол
3141,äh,Interjektion,Эм-м-м,междометие
3135,Am,Präposition,На,предлог
3134,geschafft,Verb,сделанный,глагол
3129,tue,Verb,делать,глагол
3120,gefallen,Verb,упал,глагол
3114,Tja,Interjektion,Хорошо,междометие
3112,Boss,Substantiv,Босс,существительное
3095,überall,Adverb,повсюду,наречие
3092,Sieht,Verb,Видит,глагол
3091,passieren,Verb,случаться,глагол
3087,lustig,Adjektiv,забавный,прилагательное
3087,Licht,Substantiv,Свет,существительное
3082,gebracht,Verb,принес,глагол
3079,nennen,Verb,назвать,глагол
3079,Folge,Substantiv,Последствие,существительное
3077,Gefühl,Substantiv,Чувство,существительное
3068,völlig,Adverb,полностью,наречие
3065,denkt,Verb,думает,глагол
3057,Schlüssel,Substantiv,Ключ,существительное
3055,drüben,Adverb,там,наречие
3046,Richtig,Adjektiv,Правильный,прилагательное
3040,wieso,Interrogativpronomen,Почему,вопросительное местоимение
3038,Leuten,Substantiv,Люди,существительное
3038,Buch,Substantiv,Книга,существительное
3026,laufen,Verb,бегать,глагол
3020,spielt,Verb,играет,глагол
3017,früher,Adverb,раньше,наречие
3015,Sein,Verb,быть,глагол
3013,Sam,Eigenname,Сэм,имя собственное
3004,krank,Adjektiv,больной,прилагательное
3003,gegangen,Verb,ушёл,глагол
